,source,page number,segment number,description,proposed_name,proposed_target,smiles,inchi,inchikey,validation
10,DH-MOTM-Poster-Feb2023.pdf,0,0,"PF-07258669
MCR4
oral melanocortin-4 receptor antagonist
Ph. I candidate
focused screen of 28K library for MC4R activity
J. Med. Chem., February 19, 2023
PFIZER INC., GROTON, CT",PF-07258669,MCR4,COc1cc([C@@H](C)C(=O)N2CC[C@@]3(CCc4cc(-c5ncccn5)c(C)nc4N3)C2)c(F)cn1,"InChI=1S/C25H27FN6O2/c1-15(18-12-21(34-3)29-13-20(18)26)24(33)32-10-7-25(14-32)6-5-17-11-19(16(2)30-22(17)31-25)23-27-8-4-9-28-23/h4,8-9,11-13,15H,5-7,10,14H2,1-3H3,(H,30,31)/t15-,25+/m1/s1",PARGFYLSRQUWHR-BZQUYTCOSA-N,False
11,DH-MOTM-Poster-Feb2023.pdf,0,1,"bifunctional, Gag-Pol allosteric glue
NNRTI + potent ex vivo HIV-1 TACK activity
HTS of >6K NNRTIs for TACK activity
Sci. Transl. Med., February 22, 2023
MERCK & CO. INC., RAHWAY, NJ
PYR01
HIV Gag-Pol","bifunctional, Gag-Pol allosteric glue",NNRTI + potent ex vivo HIV-1 TACK activity,Cc1c(C#N)cc(C(F)F)cc1Oc1c(C(F)(F)C(F)F)ncn(Cc2cc(F)c[nH]c2=O)c1=O,"InChI=1S/C21H13F7N4O3/c1-9-11(5-29)2-10(17(23)24)4-14(9)35-15-16(21(27,28)20(25)26)31-8-32(19(15)34)7-12-3-13(22)6-30-18(12)33/h2-4,6,8,17,20H,7H2,1H3,(H,30,33)",VZPBEVWOYXRBLB-UHFFFAOYSA-N,True
12,DH-MOTM-Poster-Feb2023.pdf,0,2,"GLPG2534
IRAK4
oral IRAK4 inhibitor
promising activity in mouse model 
for atopic dermatitis
HTS of kinase-focused 25K cmpd library 
vs. IRAK4 catalytic domain",GLPG2534,IRAK4,N#Cc1ccc(-n2cnc3cc(OCCOCCO)c(NC4CCOCC4)nc32)nc1,"InChI=1S/C21H24N6O4/c22-12-15-1-2-19(23-13-15)27-14-24-17-11-18(31-10-9-30-8-5-28)20(26-21(17)27)25-16-3-6-29-7-4-16/h1-2,11,13-14,16,28H,3-10H2,(H,25,26)",VNAPWQDUDZCVCA-UHFFFAOYSA-N,True
13,DH-MOTM-Poster-Feb2023.pdf,0,3,"TP0473292
mGluR2/3
mGluR2/3 antagonist prodrug
Ph. II for depression
prodrug of TP0178894 
(hydrophilic glutamate analog)
Drug Metab. Dispos., February 8, 2023",TP0473292,mGluR2/3,[H][C@@]12C[C@@H](OCc3ccc(F)cc3)[C@@](N)(C(=O)O[C@@H](C)OC(=O)C34CC5CC(CC(C5)C3)C4)[C@]1([H])[C@@]2(F)C(=O)O,"InChI=1S/C28H33F2NO7/c1-14(37-24(34)26-10-16-6-17(11-26)8-18(7-16)12-26)38-25(35)28(31)21(9-20-22(28)27(20,30)23(32)33)36-13-15-2-4-19(29)5-3-15/h2-5,14,16-18,20-22H,6-13,31H2,1H3,(H,32,33)/t14-,16?,17?,18?,20+,21+,22-,26?,27+,28-/m0/s1",OCKJWSRXCCMMEI-AHGQKZNCSA-N,True
14,DH-MOTM-Poster-Feb2023.pdf,0,4,"M4205
KIT
selective KIT inhibitor
Ph I. for advanced GIST
HTS of ELF library (~450K cmpds) for 
sel. KITV654A inhibition
J. Med. Chem., February 2, 2023",M4205,KIT,Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCN6CCCC6)ccn45)ncn3)cc2)cn1,"InChI=1S/C29H32N8O/c1-35-20-24(18-34-35)23-7-5-22(6-8-23)17-30-28-16-26(32-21-33-28)27-19-31-29-15-25(9-13-37(27)29)38-14-4-12-36-10-2-3-11-36/h5-9,13,15-16,18-21H,2-4,10-12,14,17H2,1H3,(H,30,32,33)",LVMAULGVWBINFP-UHFFFAOYSA-N,True
15,DH-MOTM-Poster-Feb2023.pdf,0,5,"SEQ-9
Mtb 23S ribosome
oral Mtb 23S bacterial ribosome inhibitor
potent in vitro + in vivo activity against 
Mycobacterium tuberculosis
opt. of sequanamycin macrolides
Cell, February 23, 2023",SEQ-9,Mtb 23S ribosome,[H][C@]1(O[C@H]2[C@H](C)C(O[C@@]3([H])O[C@]([H])(C)CC(=NOC)[C@H]3O)[C@@H](C)C[C@](C)(OC(=O)NC(C)(C)CNS(=O)(=O)c3ccccc3)C(=O)[C@H](C)[C@H](OC(=O)CC(C)C)[C@@H](C)[C@@]([H])([C@@H](C)O[C@]3([H])O[C@]([H])(C)[C@@H](O)[C@@H](OC)[C@H]3OC)OC(=O)[C@@H]2C)C[C@@H](C)N(C)C[C@H](C)O1,"InChI=1S/C60H100N4O20S/c1-31(2)25-44(65)80-49-37(8)51(41(12)79-57-53(74-18)52(73-17)46(66)40(11)78-57)82-55(69)39(10)50(81-45-26-33(4)64(16)29-35(6)76-45)36(7)48(83-56-47(67)43(63-75-19)27-34(5)77-56)32(3)28-60(15,54(68)38(49)9)84-58(70)62-59(13,14)30-61-85(71,72)42-23-21-20-22-24-42/h20-24,31-41,45-53,56-57,61,66-67H,25-30H2,1-19H3,(H,62,70)/t32-,33+,34+,35-,36+,37+,38+,39+,40+,41+,45-,46+,47+,48?,49+,50-,51-,52+,53+,56+,57-,60-/m0/s1",JCUPFQUUARRICQ-CTMSINGFSA-N,False
16,DH-MOTM-Poster-Feb2023.pdf,0,6,"sparsentan
ET/ATR
FIC oral, once-daily, dual ETA/AT1 antagonist
FDA-approved for proteinuria reduction 
in primary IgAN
opt. of known ETA/AT1 antagonist
FDA accelerated approval, February 17, 2023
TRAVERE THERAPEUTICS, SAN DIEGO, CA",sparsentan,ET/ATR,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,"InChI=1S/C32H40N4O5S/c1-5-7-14-29-33-32(17-10-11-18-32)31(37)36(29)20-24-15-16-26(25(19-24)21-40-6-2)27-12-8-9-13-28(27)42(38,39)35-30-22(3)23(4)41-34-30/h8-9,12-13,15-16,19H,5-7,10-11,14,17-18,20-21H2,1-4H3,(H,34,35)",WRFHGDPIDHPWIQ-UHFFFAOYSA-N,True
17,DH-MOTM-Poster-Feb2023.pdf,0,7,"daprodustat
HIF-PHD
oral, once-daily, pan-PHD inhibitor
FDA-approved for anemia in CKD patients
designed PHD cofactor mimetic
FDA approval, February 1, 2023
GSK, PLC, LONDON, UK",daprodustat,HIF-PHD,O=C(O)CNC(=O)c1c(O)n(C2CCCCC2)c(=O)n(C2CCCCC2)c1=O,"InChI=1S/C19H27N3O6/c23-14(24)11-20-16(25)15-17(26)21(12-7-3-1-4-8-12)19(28)22(18(15)27)13-9-5-2-6-10-13/h12-13,26H,1-11H2,(H,20,25)(H,23,24)",NVTKJBXOBFRPLQ-UHFFFAOYSA-N,True
18,DH-MOTM-Poster-Feb2023.pdf,0,8,"pociredir
EED (PRC2)
oral, allosteric PRC2 inhibitor (EED)
Ph. Ib for sickle cell disease (on hold)
VLS, FBLD, de novo design + opt.
Press release, February 24, 2023
FULCRUM THERAPEUTICS, CAMBRIDGE, MA",pociredir,EED (PRC2),Cc1ncccc1-c1cc2c(n3cnnc13)NCc1c(F)ccc3c1[C@H](CO3)CO2,"InChI=1S/C22H18FN5O2/c1-12-14(3-2-6-24-12)15-7-19-22(28-11-26-27-21(15)28)25-8-16-17(23)4-5-18-20(16)13(9-29-18)10-30-19/h2-7,11,13,25H,8-10H2,1H3/t13-/m1/s1",JQBUTSBIFNKJMW-CYBMUJFWSA-N,True
19,DH-MOTM-Poster-Feb2023.pdf,0,9,"QR-6401
CDK2
oral, macrocyclic CDK2 inhibitor
robust activity in ovarian cancer xenograft models
AI generative modeling + opt.
ACS. Med. Chem. Lett., February 8, 2023
REGOR THERAPEUTICS GROUP, SHANGHAI, CN",QR-6401,CDK2,[H][C@]12CC[C@H](C1)OC(=O)N[C@@H]1C[C@H](C1)OCc1cccc(n1)Nc1cc2[nH]n1,"InChI=1S/C19H23N5O3/c25-19-21-13-7-15(8-13)26-10-12-2-1-3-17(20-12)22-18-9-16(23-24-18)11-4-5-14(6-11)27-19/h1-3,9,11,13-15H,4-8,10H2,(H,21,25)(H2,20,22,23,24)/t11-,13-,14+,15-/m0/s1",LAQCQSKKZIRXFW-MHEUCROKSA-N,False
20,DH-MOTM-Poster-March2023.pdf,0,0,"TAK-279 (NDI-034858)
TYK2
oral, once-daily, allosteric TYK2 inhibitor
Ph. IIb for moderate-to-severe plaque psoriasis
FEP+-supported core hopping + VLS 
w/ TYK2-JH2 Xtal structure
Press release, March 18, 2023",TAK-279 (NDI-034858),TYK2,CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nc2c(C(=O)N[C@@H]3CC[C@H]3OC)cnn12,"InChI=1S/C23H24N8O3/c1-24-20-12-18(27-16-6-5-11-30(23(16)33)19-7-3-4-10-25-19)29-21-14(13-26-31(20)21)22(32)28-15-8-9-17(15)34-2/h3-7,10-13,15,17,24H,8-9H2,1-2H3,(H,27,29)(H,28,32)/t15-,17-/m1/s1",BWINBHTTZLVXGT-NVXWUHKLSA-N,True
21,DH-MOTM-Poster-March2023.pdf,0,1,"CGRP receptor antagonist, first nasal spray
FDA-approved for acute migraines in adults
rational design based on known CGRP antagonists
FDA approval, March 10, 2023
BRISTOL MYERS SQUIBB, NY /  PFIZER, INC., NY
zavegepant
CGRP","CGRP receptor antagonist, first nasal spray",FDA-approved for acute migraines in adults,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,"InChI=1S/C36H46N8O3/c1-24-19-25(20-28-23-37-40-33(24)28)21-32(35(46)43-17-15-42(16-18-43)29-9-11-41(2)12-10-29)39-36(47)44-13-7-26(8-14-44)30-22-27-5-3-4-6-31(27)38-34(30)45/h3-6,19-20,22-23,26,29,32H,7-18,21H2,1-2H3,(H,37,40)(H,38,45)(H,39,47)/t32-/m1/s1",JJVAPHYEOZSKJZ-JGCGQSQUSA-N,True
22,DH-MOTM-Poster-March2023.pdf,0,2,"revumenib
menin-KMT2A
oral menin-KMT2A inhibitor
Ph. I/II for r/r leukemia, CRC & solid tumors
discovery not disclosed
Nature, March 15, 2023
VITAE, MADISON, NJ / SYNDAX, WALTHAM, MA",revumenib,menin-KMT2A,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@@H]3CC[C@@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,"InChI=1S/C32H47FN6O4S/c1-5-39(23(3)4)31(40)27-17-25(33)9-12-28(27)43-29-18-34-22-35-30(29)38-20-32(21-38)13-15-37(16-14-32)19-24-7-10-26(11-8-24)36-44(41,42)6-2/h9,12,17-18,22-24,26,36H,5-8,10-11,13-16,19-21H2,1-4H3/t24-,26-",FRVSRBKUQZKTOW-YOCNBXQISA-N,True
23,DH-MOTM-Poster-March2023.pdf,0,3,"zunsemetinib
MK2
oral p38a-MK2 inhibitor
Ph. IIa for hidradenitis suppurativa (failed)
rational design from ATP-competitive molecule
Press release, March 6, 2023
CONFLUENCE, MO / ACLARIS THERAPEUTICS, PA",zunsemetinib,MK2,Cc1cnc(-c2ccnc(C(C)(C)O)n2)cc1-n1c(C)cc(OCc2ncc(F)cc2F)c(Cl)c1=O,"InChI=1S/C25H22ClF2N5O3/c1-13-10-30-18(17-5-6-29-24(32-17)25(3,4)35)9-20(13)33-14(2)7-21(22(26)23(33)34)36-12-19-16(28)8-15(27)11-31-19/h5-11,35H,12H2,1-4H3",FQPQMJULRZINPV-UHFFFAOYSA-N,True
24,DH-MOTM-Poster-March2023.pdf,0,4,"JNJ-1802
DENV
oral first-in-class DENV (NS3-NS4B) inhibitor
Ph. I for dengue
from a DENV-2 phenotypic antiviral screen
Nature, March 15, 2023
JANSSEN, BE + FR",JNJ-1802,DENV,COc1cc(NC(C(=O)c2c[nH]c3ccc(OC(F)(F)F)cc23)c2ccc(Cl)cc2OC)cc(S(C)(=O)=O)c1,"InChI=1S/C26H22ClF3N2O6S/c1-36-17-9-15(10-18(11-17)39(3,34)35)32-24(19-6-4-14(27)8-23(19)37-2)25(33)21-13-31-22-7-5-16(12-20(21)22)38-26(28,29)30/h4-13,24,31-32H,1-3H3",QNOPDDHSGQQLCV-UHFFFAOYSA-N,True
25,DH-MOTM-Poster-March2023.pdf,0,5,"nirogacestat
gamma secretase
oral gamma secretase inhibitor
Ph. III for DT/AF + Ph. II for OvGCTs
single-digit nanomolar potency for 
Aβ reduction in vitro
Press release, February 27, 2023",nirogacestat,gamma secretase,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,"InChI=1S/C27H41F2N5O/c1-7-8-23(32-20-10-9-18-11-19(28)12-22(29)21(18)13-20)25(35)33-24-14-34(17-31-24)27(5,6)16-30-15-26(2,3)4/h11-12,14,17,20,23,30,32H,7-10,13,15-16H2,1-6H3,(H,33,35)/t20-,23-/m0/s1",VFCRKLWBYMDAED-REWPJTCUSA-N,True
26,DH-MOTM-Poster-March2023.pdf,0,6,"linvencorvir
HBV core protein
allosteric HBV modulator
Ph. II for chronic hepatitis B (CHB)
opt. of known allosteric heteroaryl pyrimidine 
core protein modulator
J. Med. Chem., March 10, 2023",linvencorvir,HBV core protein,CCOC(=O)C1=C(CN2CCN3C(=O)N(CC(C)(C)C(=O)O)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1cccc(F)c1C,"InChI=1S/C29H35FN6O5S/c1-5-41-26(37)22-21(15-34-10-11-36-18(13-34)14-35(28(36)40)16-29(3,4)27(38)39)32-24(25-31-9-12-42-25)33-23(22)19-7-6-8-20(30)17(19)2/h6-9,12,18,23H,5,10-11,13-16H2,1-4H3,(H,32,33)(H,38,39)/t18-,23-/m0/s1",YLJBFYZGSKMBEZ-MBSDFSHPSA-N,True
27,DH-MOTM-Poster-March2023.pdf,0,7,"KW-6356
A2AR
oral A2A receptor antagonist/inverse agonist
Ph. II for Parkinson’s Disease
2nd gen. A2A receptor antagonist
ASPET, March 9, 2023
KYOWA KIRIN CO., LTD., SHIZUOKA, JP",KW-6356,A2AR,Cc1ccc(C(=O)Nc2nc(-c3ccco3)c(C(=O)C3CCOCC3)s2)cn1,"InChI=1S/C20H19N3O4S/c1-12-4-5-14(11-21-12)19(25)23-20-22-16(15-3-2-8-27-15)18(28-20)17(24)13-6-9-26-10-7-13/h2-5,8,11,13H,6-7,9-10H2,1H3,(H,22,23,25)",KMFLQPJJHQNKKF-UHFFFAOYSA-N,True
28,DH-MOTM-Poster-March2023.pdf,0,8,"DKY709
IKZF2
oral IKZF2-selective molecular glue degrader
Ph. I/Ib for adv. solid tumors
opt. of pomalidomide analog
Cell Chemical Biology, March 1, 2023
NOVARTIS, CAMBRIDGE, MA",DKY709,IKZF2,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccccc5)CC4)ccc3C2=O)C(=O)N1,"InChI=1S/C25H27N3O3/c29-23-9-8-22(24(30)26-23)28-16-20-14-19(6-7-21(20)25(28)31)18-10-12-27(13-11-18)15-17-4-2-1-3-5-17/h1-7,14,18,22H,8-13,15-16H2,(H,26,29,30)",OMISHRJQMYQPMG-UHFFFAOYSA-N,True
29,DH-MOTM-Poster-March2023.pdf,0,9,"ACT-777991
CXCR3
oral reversible CXCR3 antagonist
Ph. I in healthy subjects
opt. of known CXCR3 antagonists
J. Med. Chem., March 8, 2023
IDORSIA PHARMACEUTICALS LTD, CH",ACT-777991,CXCR3,Cc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1,"InChI=1S/C20H20F6N8O2S/c1-11-29-10-33(31-11)9-14(36)34-4-3-32(8-13(34)2-5-35)16-15(30-18(37-16)20(24,25)26)12-6-27-17(28-7-12)19(21,22)23/h6-7,10,13,35H,2-5,8-9H2,1H3/t13-/m1/s1",FDZFVXKCJKOSRC-CYBMUJFWSA-N,True
30,DH-MOTM-Poster-April-2023.pdf,0,0,"MK-0616
PCSK9
oral macrocyclic peptide inhibitor of PCSK9
Ph. III for hypercholesterolemia planned 2H 2023
from mRNA display + SBDD
J. Am. Coll. Cardiol., April 25, 2023
MERCK, RAHWAY, NJ",MK-0616,PCSK9,O.[H]C1[CH]OCC(=O)NCC2=CC=CCC3C(=C2)C[CH]32NC(=O)C(CNC(=O)CCCCC[N+](C)(C)C)NC(=O)C(C)NC(=O)CCC(=O)N(CCCCN[CH]C)(CCCCCCN3C=C(C[CH]NC2=O)C2=C3C=CC(F)=C2)CC2=CC=C(C=C2)CCNCC(C)NCC(CC2=CC=C(OC)C=C2)NCC(C(C)O)NC1=O,,,False
31,DH-MOTM-Poster-April-2023.pdf,0,1,"oral KRASG12C(ON) tri-complex inhibitor
Ph. I/Ib for adv. solid tumors
from FBDD + SBDD
AACR, April 2023
REVOLUTION MEDICINES, REDWOOD CITY, CA
RMC-6291
KRASG12C",oral KRASG12C(ON) tri-complex inhibitor,Ph. I/Ib for adv. solid tumors,C=C1(C)(C)COC23=O=C45OCCCC6=C7(C8=C(C(C)OC)N=CC=C8)=C8(C1)C19=C%10(=C68C1=C(=C9)(C=C%10)N1C6CC1C6O[CH]C[CH]16NC8(=O)=O=C9([CH]NC%10%11=O=C%12(=O)(N(C)[CH]98C(C)C)C%108(F)CCN9CC8C%11%128(F)CCN(CC8)C8(=O)=O=C9C#CC(C)(C)N(C)CN(C)(C)C(C)(C)C#C8)N[CH]C189%10=O=C6(=O=8)N91N[CH]42C2CC1N%10N[CH]253)N7CC,,,False
32,DH-MOTM-Poster-April-2023.pdf,0,2,"camlipixant  
P2X3
oral BID P2X3 receptor antagonist
Ph. III for first-line treatment of refractory 
chronic cough
non-competitive homotrimeric receptor antagonist;
discovery not disclosed
GSK acquisition announcement, April 18, 2023",camlipixant  ,P2X3,CNC(=O)c1cc(F)c(-c2nc3cc(C)ccn3c2C[C@H]2CN(C(=O)OC)CCO2)c(F)c1,"InChI=1S/C23H24F2N4O4/c1-13-4-5-29-18(11-15-12-28(6-7-33-15)23(31)32-3)21(27-19(29)8-13)20-16(24)9-14(10-17(20)25)22(30)26-2/h4-5,8-10,15H,6-7,11-12H2,1-3H3,(H,26,30)/t15-/m0/s1",SEHLMRJSQFAPCJ-HNNXBMFYSA-N,True
33,DH-MOTM-Poster-April-2023.pdf,0,3,"BAY-747
sGC
oral QD sGC stimulator
Ph. I in healthy volunteers completed
from HTS + optimization
J. Med. Chem., April 11, 2023
BAYER, WUPPERTAL, DE",BAY-747,sGC,CC[C@](C)(N)CNC(=O)c1c(C)nc2c(OCc3c(F)cccc3F)cc(C)cn12,"InChI=1S/C22H26F2N4O2/c1-5-22(4,25)12-26-21(29)19-14(3)27-20-18(9-13(2)10-28(19)20)30-11-15-16(23)7-6-8-17(15)24/h6-10H,5,11-12,25H2,1-4H3,(H,26,29)/t22-/m0/s1",MITNUFZPBQIMAT-QFIPXVFZSA-N,True
