,source,page number,segment number,description,proposed_name,proposed_target,smiles,inchi,inchikey,validation
10,DH-MOTM-Poster-May2023.pdf,0,0,"fenebrutinib
BTK
oral BTK inhibitor 
Ph. III for multiple sclerosis 
from ATP site-directed compound 
libraries + optimization 
Clinical data release, May 16, 2023
GENENTECH, SOUTH SAN FRANCISCO, CA",fenebrutinib,BTK,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,"InChI=1S/C37H44N8O4/c1-23-18-42(27-21-49-22-27)9-10-43(23)26-5-6-33(39-17-26)40-30-13-25(19-41(4)35(30)47)28-7-8-38-34(29(28)20-46)45-12-11-44-31(36(45)48)14-24-15-37(2,3)16-32(24)44/h5-8,13-14,17,19,23,27,46H,9-12,15-16,18,20-22H2,1-4H3,(H,39,40)/t23-/m0/s1",WNEODWDFDXWOLU-QHCPKHFHSA-N,True
11,DH-MOTM-Poster-May2023.pdf,0,1,"oral reversible pan-KRAS inhibitor 
oral activity in xenograft models (10-90 mpk BID) 
from prior covalent KRAS(G12C) inhibitor 
Nature, May 31, 2023 
BOEHRINGER INGELHEIM, VIENNA, AT
BI-2493
pan-KRAS
NH",oral reversible pan-KRAS inhibitor ,oral activity in xenograft models (10-90 mpk BID) ,C[C@H]1CNCCN1c1nccc(-c2noc3c2CCC[C@@]32CCCc3sc(N)c(C#N)c32)n1,"InChI=1S/C24H27N7OS/c1-14-13-27-10-11-31(14)23-28-9-6-17(29-23)20-15-4-2-7-24(21(15)32-30-20)8-3-5-18-19(24)16(12-25)22(26)33-18/h6,9,14,27H,2-5,7-8,10-11,13,26H2,1H3/t14-,24-/m0/s1",PVOYBVVIBNPTPJ-BSEYFRJRSA-N,False
12,DH-MOTM-Poster-May2023.pdf,0,2,"PF-07054894  
CCR6
oral, insurmountable, selective CCR6 antagonist 
Ph. I in HV completed, in Ph. I for ulcerative colitis 
from directed screening for novel negative 
allosteric modulators 
J. Pharm. Exp. Ther., May 4, 2023 
N
N",PF-07054894  ,CCR6,Cc1cn(C)nc1[C@H](Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O)C1(C)CCCC1,"InChI=1S/C24H30N6O4/c1-13-12-30(5)28-15(13)22(24(2)9-6-7-10-24)27-17-16(20(32)21(17)33)26-14-8-11-25-18(19(14)31)23(34)29(3)4/h8,11-12,22,27,31H,6-7,9-10H2,1-5H3,(H,25,26)/t22-/m0/s1",WZBSYWCLIMRAHO-QFIPXVFZSA-N,True
13,DH-MOTM-Poster-May2023.pdf,0,3,"ziritaxestat
ATX
oral ATX inhibitor 
negative outcomes in Ph. III in IPF (200-600 mg QD) 
from HTS and optimization 
JAMA, May 9, 2023 
GALAPAGOS SASU, ROMAINVILLE, FR
N",ziritaxestat,ATX,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,"InChI=1S/C30H33FN8O2S/c1-4-24-29(35(3)30-34-27(25(14-32)42-30)20-5-7-21(31)8-6-20)39-15-22(13-19(2)28(39)33-24)37-11-9-36(10-12-37)18-26(41)38-16-23(40)17-38/h5-8,13,15,23,40H,4,9-12,16-18H2,1-3H3",REQQVBGILUTQNN-UHFFFAOYSA-N,True
14,DH-MOTM-Poster-May2023.pdf,0,4,"OBI-3424 
AKR1C3-activated prodrug
IV AKR1C3-activated cytotoxin prodrug 
Ph. I/II in advanced solid tumors 
prodrug of DNA cross-linking agent 
Br. J. Cancer, May 12, 2023 
OBI PHARMA, TW; THRESHOLD PHARMA, CA
-
O
N",OBI-3424 ,AKR1C3-activated prodrug,C[C@@H](OP(=O)(N1CC1)N1CC1)c1ccc([N+](=O)[O-])c(Oc2cccc(C(=O)N(C)C)c2)c1,"InChI=1S/C21H25N4O6P/c1-15(31-32(29,23-9-10-23)24-11-12-24)16-7-8-19(25(27)28)20(14-16)30-18-6-4-5-17(13-18)21(26)22(2)3/h4-8,13-15H,9-12H2,1-3H3/t15-/m1/s1",NWGZZGNICQFUHV-OAHLLOKOSA-N,True
15,DH-MOTM-Poster-May2023.pdf,0,5,"TAK-994
OX2R
oral, brain-penetrant OX2R agonist 
Ph. II for narcolepsy; discontinued for safety signal 
from prior OX2R agonists derived from HTS 
J. Pharm. Exp. Ther., May 17, 2023 
TAKEDA, FUJISAWA, JP
F",TAK-994,OX2R,[H][C@]1(NS(C)(=O)=O)CCN(C(=O)C(C)(C)O)[C@@]1([H])Cc1cccc(-c2cc(F)cc(F)c2)c1F,"InChI=1S/C22H25F3N2O4S/c1-22(2,29)21(28)27-8-7-18(26-32(3,30)31)19(27)11-13-5-4-6-17(20(13)25)14-9-15(23)12-16(24)10-14/h4-6,9-10,12,18-19,26,29H,7-8,11H2,1-3H3/t18-,19-/m0/s1",VOSAWOSMGPKQEQ-OALUTQOASA-N,True
16,DH-MOTM-Poster-May2023.pdf,0,6,"ritlecitinib
JAK3/TEC
oral, dual JAK3/TEC kinase inhibitor 
Ph. III for alopecia areata 
structure-based design from tofacitinib 
The Lancet, May 6, 2023 
H
N",ritlecitinib,JAK3/TEC,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,"InChI=1S/C15H19N5O/c1-3-13(21)20-8-11(5-4-10(20)2)19-15-12-6-7-16-14(12)17-9-18-15/h3,6-7,9-11H,1,4-5,8H2,2H3,(H2,16,17,18,19)/t10-,11+/m0/s1",CBRJPFGIXUFMTM-WDEREUQCSA-N,True
17,DH-MOTM-Poster-May2023.pdf,0,7,"LY03005
triple reuptake inhibitor
oral serotonin-norepinephrine-dopamine 
reuptake inhibitor 
approved in China for major depressive disorder 
from serotinin-norepinephrine reuptake 
inhibitor, desvenlafaxine 
Transl. Psychiatry, May 10, 2023 ",LY03005,triple reuptake inhibitor,Cc1ccc(C(=O)Oc2ccc(C(CN(C)C)C3(O)CCCCC3)cc2)cc1,"InChI=1S/C24H31NO3/c1-18-7-9-20(10-8-18)23(26)28-21-13-11-19(12-14-21)22(17-25(2)3)24(27)15-5-4-6-16-24/h7-14,22,27H,4-6,15-17H2,1-3H3",QKYBZJLEMOZFFU-UHFFFAOYSA-N,True
18,DH-MOTM-Poster-May2023.pdf,0,8,"TP0472993
20-HETE
oral 20-hydroxyeicosatetraenoic acid 
synthesis inhibitor 
preclinical efficacy in mouse kidney fibrosis model 
from in-house screen and optimization 
J. Pharm. Exp. Ther., May 4, 2023 
TAISHO PHARMACEUTICAL CO., JP
N
N",TP0472993,20-HETE,CC(=O)N1CCC(COc2ccc(-c3ccn[nH]3)nc2)CC1,"InChI=1S/C16H20N4O2/c1-12(21)20-8-5-13(6-9-20)11-22-14-2-3-15(17-10-14)16-4-7-18-19-16/h2-4,7,10,13H,5-6,8-9,11H2,1H3,(H,18,19)",GNQGSUOEYQIORN-UHFFFAOYSA-N,True
19,DH-MOTM-Poster-May2023.pdf,0,9,"VK2809 
THR-beta
oral THR agonist prodrug 
positive Ph. II data in NASH 
thyroid hormone mimetic prodrug 
Clinical data release, May 16, 2023 
METABASIS, CA / VIKING THERAPEUTICS, CA
OH",VK2809 ,THR-beta,CC(C)C1=CC(=CC=C1O)CC2=C(C)C=C(C=C2C)OC[P@@]3(=O)OCC[C@@H](C4=CC=CC(=C4)Cl)O3,"InChI=1S/C28H32ClO5P/c1-18(2)25-14-21(8-9-27(25)30)15-26-19(3)12-24(13-20(26)4)32-17-35(31)33-11-10-28(34-35)22-6-5-7-23(29)16-22/h5-9,12-14,16,18,28,30H,10-11,15,17H2,1-4H3/t28-,35+/m0/s1",LGGPZDRLTDGYSQ-JADSYQMUSA-N,True
