,source,page number,segment number,description,proposed_name,proposed_target,smiles,inchi,inchikey,validation
10,6-MOTM-Infographic-FEBRUARY.pdf,0,0,"BMS-820132 | GK
oral GK partial activator
Ph. I candidate for diabetes
from HTS of BMS collection and SBDD
J. Med. Chem.
Bristol Myers Squibb",BMS-820132 , GK,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)cn3)cc(OC(C)C)c2)n1)OCC,"InChI=1S/C26H33N6O7P/c1-5-36-40(35,37-6-2)17-32-11-8-23(30-32)29-25(33)19-12-20(38-18(3)4)14-21(13-19)39-24-16-27-22(15-28-24)26(34)31-9-7-10-31/h8,11-16,18H,5-7,9-10,17H2,1-4H3,(H,29,30,33)",OYUDYQMFVRHPIY-UHFFFAOYSA-N,True
11,6-MOTM-Infographic-FEBRUARY.pdf,0,1,"Compound 14f | ChemR23
oral ChemR23 inhibitor
preclinical, immunology
from HTS, scaffold hopping and opt.
Bioorg. Med. Chem.
Kyowa Kirin",Compound 14f , ChemR23,Cc1ccc(-c2nc(=O)o[nH]2)c(-c2ccc([C@@H](C)N(CC3CC3)c3nc(C(=O)NS(=O)(=O)C4CC4)c(C4CC4)s3)cc2)c1,"InChI=1S/C31H33N5O5S2/c1-17-3-14-24(28-33-31(38)41-34-28)25(15-17)21-8-6-20(7-9-21)18(2)36(16-19-4-5-19)30-32-26(27(42-30)22-10-11-22)29(37)35-43(39,40)23-12-13-23/h3,6-9,14-15,18-19,22-23H,4-5,10-13,16H2,1-2H3,(H,35,37)(H,33,34,38)/t18-/m1/s1",FQGLCYYIHLNVRG-GOSISDBHSA-N,True
12,6-MOTM-Infographic-FEBRUARY.pdf,0,2,"GCC5694A | SGLT2
oral SGLT2 inhibitor
clinical candidate for diabetes
from literature SGLT2 inhibitor
Bioorganic Med. Chem. Lett.
GC Pharma (Green Cross)",GCC5694A , SGLT2,OC[C@H]1O[C@@H](c2cc(Cc3ccc(C4CC4)cc3)c(Cl)c3c2CCO3)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C24H27ClO6/c25-19-15(9-12-1-3-13(4-2-12)14-5-6-14)10-17(16-7-8-30-23(16)19)24-22(29)21(28)20(27)18(11-26)31-24/h1-4,10,14,18,20-22,24,26-29H,5-9,11H2/t18-,20-,21+,22-,24+/m1/s1",KORCWPOBTZTAFI-YVTYUBGGSA-N,True
13,6-MOTM-Infographic-FEBRUARY.pdf,0,3,"LY3154885 | D1
oral D1 modulator
Ph. I candidate for neurological disorders
opt. against DDI w/ hepatocyte Cl assay
J. Med. Chem.
Eli Lilly and Company",LY3154885 , D1,C[C@H]1c2cccc(-c3cnn(C)c3)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,"InChI=1S/C23H23Cl2N3O2/c1-14-17-5-3-6-18(15-11-26-27(2)12-15)19(17)9-16(13-29)28(14)23(30)10-20-21(24)7-4-8-22(20)25/h3-8,11-12,14,16,29H,9-10,13H2,1-2H3/t14-,16+/m0/s1",MJDOWJUPBHLXIH-GOEBONIOSA-N,True
14,6-MOTM-Infographic-FEBRUARY.pdf,0,4,"Danavorexton | OX2
injectable OX2 agonist
Ph. I candidate for narcolepsy
from HTS and optimization
ACS Med. Chem. Lett.
Takeda",Danavorexton , OX2,COC(=O)N1CCC[C@H](NS(C)(=O)=O)[C@@H]1CO[C@H]1CC[C@@H](c2ccccc2)CC1,"InChI=1S/C21H32N2O5S/c1-27-21(24)23-14-6-9-19(22-29(2,25)26)20(23)15-28-18-12-10-17(11-13-18)16-7-4-3-5-8-16/h3-5,7-8,17-20,22H,6,9-15H2,1-2H3/t17-,18+,19-,20-/m0/s1",UXZAJSZFFARTEI-YRPNKDGESA-N,True
15,6-MOTM-Infographic-FEBRUARY.pdf,0,5,"AZ13824374 | ATAD2
in vitro ATAD2 inhibitor
preclinical, oncology
from 1.8 million compound HTS and opt.
J. Med. Chem.
AstraZeneca",AZ13824374 , ATAD2,CC(=O)C1=NN2C(C)=NN=C2C(NC2CCN(CC(C)(C)F)CC2)=C1.CC1(C)[CH]23N4C5C6=C(C=CC=C6)C[CH]46C(=O)N[CH]512(C)N3C6=O,,,False
16,6-MOTM-Infographic-FEBRUARY.pdf,0,6,"ASP5878 | FGFR
oral FGFR inhibitor
Ph. I candidate for solid tumors
opt. from previously disclosed lead
Bioorg. Med. Chem.
Astellas Pharma Inc.",ASP5878 , FGFR,COc1cc(OC)c(F)c(COc2cnc(Nc3cnn(CCO)c3)nc2)c1F,"InChI=1S/C18H19F2N5O4/c1-27-14-5-15(28-2)17(20)13(16(14)19)10-29-12-7-21-18(22-8-12)24-11-6-23-25(9-11)3-4-26/h5-9,26H,3-4,10H2,1-2H3,(H,21,22,24)",VDZZYOJYLLNBTD-UHFFFAOYSA-N,True
17,6-MOTM-Infographic-FEBRUARY.pdf,0,7,"AZD7648 | DNA-PK
oral DNA-PK inhibitor
Ph. I/II candidate for advanced tumors
from screening for selectivity vs. PI3Ka
Mol. Cancer Ther.
AstraZeneca",AZD7648 , DNA-PK,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,"InChI=1S/C18H20N8O2/c1-11-7-15-20-10-21-25(15)9-13(11)22-17-19-8-14-16(23-17)26(18(27)24(14)2)12-3-5-28-6-4-12/h7-10,12H,3-6H2,1-2H3,(H,19,22,23)",XISVSTPEXYIKJL-UHFFFAOYSA-N,True
18,6-MOTM-Infographic-FEBRUARY.pdf,0,8,"T-690 | GCS
oral GCS inhibitor
preclinical, neurodegeneration
scaffold hop from prev. reported GCS inhibitor
J. Med. Chem.
Takeda",T-690 , GCS,CC(C)(O)c1ccc(NC(=O)c2ccnn(-c3ccccc3OCC(F)(F)F)c2=O)cc1,"InChI=1S/C22H20F3N3O4/c1-21(2,31)14-7-9-15(10-8-14)27-19(29)16-11-12-26-28(20(16)30)17-5-3-4-6-18(17)32-13-22(23,24)25/h3-12,31H,13H2,1-2H3,(H,27,29)",CQAPXPSWLDAVEG-UHFFFAOYSA-N,True
19,6-MOTM-Infographic-FEBRUARY.pdf,0,9,"MAP855 | MEK1/2
oral MEK1/2 inhibitor
preclinical, oncology
from HTS and SBDD
J. Med. Chem.
Novartis Institutes for BioMedical Research",MAP855 , MEK1/2,Cc1nc2cnc3cc(F)c(-c4ccc(Oc5ncccn5)cc4Cl)cc3c2n1[C@H]1CCN(C(=O)CO)C[C@@H]1F,"InChI=1S/C28H23ClF2N6O3/c1-15-35-24-12-34-23-11-21(30)18(17-4-3-16(9-20(17)29)40-28-32-6-2-7-33-28)10-19(23)27(24)37(15)25-5-8-36(13-22(25)31)26(39)14-38/h2-4,6-7,9-12,22,25,38H,5,8,13-14H2,1H3/t22-,25-/m0/s1",WZZBNLYBHUDSHF-DHLKQENFSA-N,True
20,MOTM-Infographic-MARCH-2022-v2.pdf,0,0,"rilzabrutinib (PRN1008) | BTK
oral reversible covalent BTK inhibitor
in Ph. III for immune thrombocytopenia
from structure-based drug design + opt.
J. Med. Chem.
Principia Biopharma (Sanofi), So. San Francisco, CA",rilzabrutinib (PRN1008) , BTK,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,"InChI=1S/C36H40FN9O3/c1-36(2,45-15-13-43(14-16-45)26-21-48-22-26)18-24(19-38)35(47)44-12-6-7-25(20-44)46-34-31(33(39)40-23-41-34)32(42-46)29-11-10-28(17-30(29)37)49-27-8-4-3-5-9-27/h3-5,8-11,17-18,23,25-26H,6-7,12-16,20-22H2,1-2H3,(H2,39,40,41)/b24-18+/t25-/m1/s1",LCFFREMLXLZNHE-GBOLQPHISA-N,True
21,MOTM-Infographic-MARCH-2022-v2.pdf,0,1,"INE963 | Pf 3D7
oral blood stage antimalarial
in Ph. I (healthy volunteers)
from 1.5M cmpd phenotypic screen + opt.
J. Med. Chem.
Novartis (NIBR), Emeryville, CA",INE963 , Pf 3D7,COc1nc(C(C)C)ccc1-c1cnc2sc(N3CCC(O)(CN)CC3)nn12,"InChI=1S/C19H26N6O2S/c1-12(2)14-5-4-13(16(22-14)27-3)15-10-21-17-25(15)23-18(28-17)24-8-6-19(26,11-20)7-9-24/h4-5,10,12,26H,6-9,11,20H2,1-3H3",JYHSRMKXBAPFST-UHFFFAOYSA-N,True
22,MOTM-Infographic-MARCH-2022-v2.pdf,0,2,"ulevostinag (MK-1454) | STING
intratumoral STING agonist
in Ph. II for met. HNSCC
cyclic dinucleotide derivative
J. Med. Chem.
Merck, Kenilworth, NJ",ulevostinag (MK-1454) , STING,NC1=NC2=C(N=CN2[CH]23OC(COP(=O)(S)OC4C(COP(=O)S)OC5[CH]4(F)N54C=NC5=C4N=CNC5=O)[CH]4(F)C2OC43)C(=O)N1,,,False
23,MOTM-Infographic-MARCH-2022-v2.pdf,0,3,"compound 24 | KIF18A
oral kinesin motor protein inhibitor
relative AMG 650 in Ph. I for cancer
from ~600k compounds HTS + opt
J. Med. Chem.
Amgen, Thousand Oaks, CA",compound 24 , KIF18A,CC(C)(C)NS(=O)(=O)C1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2N3CCC4(CC4)CC3)NS(=O)(=O)C5(C)CC5,"InChI=1S/C28H38N4O5S2/c1-26(2,3)31-38(34,35)22-7-5-6-20(18-22)29-25(33)23-9-8-21(30-39(36,37)27(4)10-11-27)19-24(23)32-16-14-28(12-13-28)15-17-32/h5-9,18-19,30-31H,10-17H2,1-4H3,(H,29,33)",MZGYQJDGUVDYIK-UHFFFAOYSA-N,True
24,MOTM-Infographic-MARCH-2022-v2.pdf,0,4,"compound 10 | PPARγ
oral PPARg phosphorylation inhibitor, partial 
agonist
efficacy in diabetic mouse model
from structure-based virtual screen
ACS Med. Chem. Lett.
AstraZeneca, Gothenburg, SE",compound 10 , PPARγ,O=C(O)c1nn(Cc2ccc(Cl)c(Cl)c2)c(=O)c2cc(Oc3ccccc3)ccc12,"InChI=1S/C22H14Cl2N2O4/c23-18-9-6-13(10-19(18)24)12-26-21(27)17-11-15(30-14-4-2-1-3-5-14)7-8-16(17)20(25-26)22(28)29/h1-11H,12H2,(H,28,29)",IQKNCBUBONVBNJ-UHFFFAOYSA-N,True
25,MOTM-Infographic-MARCH-2022-v2.pdf,0,5,"etavopivat | PKR
oral pyruvate kinase activator
in Ph. II/III for genetic anemias
200 or 400 mg QD, follows etavopivat
J Pharmacol Exp Ther.
Forma Therapeutics, Watertown, MA",etavopivat , PKR,O=C([C@H](CO)c1ccccc1)N1CC2=C(C1)CN(S(=O)(=O)c1cnc3c(c1)OCCO3)C2,"InChI=1S/C22H23N3O6S/c26-14-19(15-4-2-1-3-5-15)22(27)24-10-16-12-25(13-17(16)11-24)32(28,29)18-8-20-21(23-9-18)31-7-6-30-20/h1-5,8-9,19,26H,6-7,10-14H2/t19-/m1/s1",KZFFYEPYCVDOGE-LJQANCHMSA-N,True
26,MOTM-Infographic-MARCH-2022-v2.pdf,0,6,"BMS-986176/LX-9211 | AAK1
oral CNS-penetrant AAK1 kinase inhibitor
in Ph. II for neuropathic pain
from high-throughput screen + opt.
J. Med. Chem.
Bristol-Myers Squibb, Wallingford, CT",BMS-986176/LX-9211 , AAK1,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)nc1C(F)F,"InChI=1S/C19H23F4N3O/c1-11(2)9-19(3,24)10-27-15-5-4-13(26-16(15)18(22)23)12-6-7-25-14(8-12)17(20)21/h4-8,11,17-18H,9-10,24H2,1-3H3/t19-/m0/s1",RKAHOQATMSONTM-IBGZPJMESA-N,True
27,MOTM-Infographic-MARCH-2022-v2.pdf,0,7,"branaplam | SMN2
oral, CNS-penetrant splicing modulator 
w/ HTT activity
in Ph. II for Huntington’s (prev. SMA)
further characterization of SMA candidate
Nat. Commun.
Novartis, Cambridge, MA",branaplam , SMN2,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,"InChI=1S/C22H27N5O2/c1-21(2)10-16(11-22(3,4)27-21)29-20-8-7-18(25-26-20)17-6-5-14(9-19(17)28)15-12-23-24-13-15/h5-9,12-13,16,27-28H,10-11H2,1-4H3,(H,23,24)",STWTUEAWRAIWJG-UHFFFAOYSA-N,True
28,MOTM-Infographic-MARCH-2022-v2.pdf,0,8,"MAK683 | PRC2 (EED subunit)
oral, allosteric PRC2 inhibitor (EED)
in Ph. I/II for cancer (DLBCL); preliminary efficacy
from micromolar HTS hit
J. Med. Chem.
Novartis, Emeryville, CA",MAK683 , PRC2 (EED subunit),Cc1ncccc1-c1cnc(NCc2c(F)ccc3c2CCO3)n2cnnc12,"InChI=1S/C20H17FN6O/c1-12-13(3-2-7-22-12)16-10-24-20(27-11-25-26-19(16)27)23-9-15-14-6-8-28-18(14)5-4-17(15)21/h2-5,7,10-11H,6,8-9H2,1H3,(H,23,24)",XLIBABIFOBYHSV-UHFFFAOYSA-N,True
29,MOTM-Infographic-MARCH-2022-v2.pdf,0,9,"HR1405-01 | COX
intravenous NSAID
faster Tmax and lower dose vs. loxoprofen in Ph. I
from loxoprofen metabolite
Eur. J. Med. Chem.
Nanjing Heron Pharmaceutical Co., Nanjing, CN",HR1405-01 , COX,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,"InChI=1S/C15H20O3/c1-10(15(17)18)12-7-5-11(6-8-12)9-13-3-2-4-14(13)16/h5-8,10,13-14,16H,2-4,9H2,1H3,(H,17,18)/t10-,13+,14-/m0/s1",SHAHPWSYJFYMRX-GDLCADMTSA-N,True
30,MOTM-Infographic-April-2022-1.pdf,0,0,"JDQ443 | KRASG12C
oral KRASG12C inhibitor 
Ph. III candidate for NSCLC
from de novo SBDD in SWII pocket
Cancer Discov.
Novartis, Basel, CH",JDQ443 , KRASG12C,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,"InChI=1S/C29H28ClN7O/c1-5-24(38)36-14-29(15-36)10-20(11-29)37-17(3)25(26-21-13-31-33-22(21)8-16(2)27(26)30)28(34-37)18-6-7-23-19(9-18)12-32-35(23)4/h5-9,12-13,20H,1,10-11,14-15H2,2-4H3,(H,31,33)",AZUYLZMQTIKGSC-UHFFFAOYSA-N,True
31,MOTM-Infographic-April-2022-1.pdf,0,1,"AZD4625 | KRASG12C
oral KRASG12C inhibitor 
oral efficacy in xenograft mice
from literature starting point and SBDD
J. Med. Chem.
AstraZeneca, Cambridge, UK",AZD4625 , KRASG12C,C=CC(=O)N1C[C@@H]2CCOc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@H]1C,"InChI=1S/C24H21ClF2N4O3/c1-3-16(33)30-10-13-7-8-34-23-19-22(28-11-29-24(19)31(13)9-12(30)2)21(27)18(20(23)25)17-14(26)5-4-6-15(17)32/h3-6,11-13,32H,1,7-10H2,2H3/t12-,13+/m1/s1",KYVBBJIEKCCZTM-OLZOCXBDSA-N,True
32,MOTM-Infographic-April-2022-1.pdf,0,2,"JBJ-09-063 | EGFR
allosteric mutant-EGFR inhibitor
in vivo efficacy in osimertinib-resistant 
xenograft models
from opt. of prev. disclosed EGFR inhibitor
Nat. Cancer
Dana-Farber Cancer Institute, Boston, MA",JBJ-09-063 , EGFR,CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1,"InChI=1S/C31H29FN4O3S/c1-35-13-10-21(11-14-35)19-2-4-20(5-3-19)22-6-7-23-18-36(30(39)25(23)16-22)28(26-17-24(32)8-9-27(26)37)29(38)34-31-33-12-15-40-31/h2-9,12,15-17,21,28,37H,10-11,13-14,18H2,1H3,(H,33,34,38)",SYTVDTWRIZNVEW-UHFFFAOYSA-N,True
33,MOTM-Infographic-April-2022-1.pdf,0,3,"ABBV-318 | NaV1.7/1.8
oral CNS-penetrant Nav1.7/1.8 blocker
in vivo efficacy in rodent pain models
electrophysiology-based HTS and opt.
Bioorg. Med. Chem.
AbbVie, North Chicago, IL",ABBV-318 , NaV1.7/1.8,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@@H](F)C1,"InChI=1S/C20H15F4N3O2/c21-14-7-8-27(11-14)19(28)17-4-1-12-9-15(3-5-16(12)26-17)29-18-6-2-13(10-25-18)20(22,23)24/h1-6,9-10,14H,7-8,11H2/t14-/m1/s1",FWLFRXVPNVBXGR-CQSZACIVSA-N,True
34,MOTM-Infographic-April-2022-1.pdf,0,4,"tenapanor | NHE3
oral gut-restricted Na+/H+ exchanger inhibitor
FDA-approved IBS treatment
from literature starting point and opt
ACS Med. Chem. Lett.
Ardelyx Inc., Fremont, CA/Waltham, MA",tenapanor , NHE3,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,"InChI=1S/C50H66Cl4N8O10S2/c1-61-31-43(41-27-37(51)29-47(53)45(41)33-61)35-7-5-9-39(25-35)73(65,66)59-15-19-71-23-21-69-17-13-57-49(63)55-11-3-4-12-56-50(64)58-14-18-70-22-24-72-20-16-60-74(67,68)40-10-6-8-36(26-40)44-32-62(2)34-46-42(44)28-38(52)30-48(46)54/h5-10,25-30,43-44,59-60H,3-4,11-24,31-34H2,1-2H3,(H2,55,57,63)(H2,56,58,64)/t43-,44-/m0/s1",DNHPDWGIXIMXSA-CXNSMIOJSA-N,True
35,MOTM-Infographic-April-2022-1.pdf,0,5,"lenrispodun (ITI-214) | PDE1
oral, CNS-penetrant, picomolar PDE1 inhibitor
Ph. I/II in neurology and heart failure
from literature starting point, LBDD and SBDD
Neuropsychopharmacology
Intra-Cellular Therapies, New York, NY",lenrispodun (ITI-214) , PDE1,[H][C@@]12CCC[C@]1([H])N1C(=N2)N(C)C(=O)c2c1nn(Cc1ccc(-c3cccc(F)n3)cc1)c2Nc1ccccc1,"InChI=1S/C29H26FN7O/c1-35-28(38)25-26(31-20-7-3-2-4-8-20)36(34-27(25)37-23-11-5-10-22(23)33-29(35)37)17-18-13-15-19(16-14-18)21-9-6-12-24(30)32-21/h2-4,6-9,12-16,22-23,31H,5,10-11,17H2,1H3/t22-,23+/m1/s1",BBIPVJCGIASXJB-PKTZIBPZSA-N,True
